p,epsilon,nb
137.0054297,802.5845226,0.734
137.3369441,803.8415147,0.735
137.6690505,805.0985068,0.736
138.0015515,806.3574722,0.737
138.3346446,807.6164376,0.738
138.6681323,808.875403,0.739
139.002212,810.1343684,0.74
139.3368836,811.3953071,0.741
139.67195,812.6542725,0.742
140.0076083,813.9152112,0.743
140.3436613,815.1781232,0.744
140.6803063,816.4390619,0.745
141.0175432,817.7019739,0.746
141.3551749,818.9629126,0.747
141.6933985,820.2277979,0.748
142.0322141,821.4907099,0.749
142.3714244,822.7555952,0.75
142.7112266,824.0185072,0.751
143.0514236,825.2833925,0.752
143.3924098,826.5502511,0.753
143.7335934,827.8151364,0.754
144.0755663,829.081995,0.755
144.4179338,830.3488536,0.756
144.760696,831.6157122,0.757
145.1040502,832.8845441,0.758
145.4479964,834.1514027,0.759
145.7925346,835.4202346,0.76
146.1374674,836.6890665,0.761
146.4829923,837.9598717,0.762
146.8289117,839.2287036,0.763
147.1754232,840.4995088,0.764
147.5225267,841.770314,0.765
147.8700248,843.0430925,0.766
148.2181149,844.3138977,0.767
148.5667971,845.5866762,0.768
148.9158738,846.8594547,0.769
149.2655426,848.1322332,0.77
149.6158033,849.406985,0.771
149.9664587,850.6797635,0.772
150.3177061,851.9545153,0.773
150.6693482,853.2292671,0.774
151.0215823,854.5059922,0.775
151.3744083,855.7827173,0.776
151.7278263,857.0574691,0.777
152.081639,858.3361675,0.778
152.4358464,859.6128926,0.779
152.790843,860.8896177,0.78
153.1462344,862.1683161,0.781
153.5022177,863.4470145,0.782
153.8585957,864.7276862,0.783
154.2155656,866.0063846,0.784
154.5731276,867.2870563,0.785
154.9310842,868.567728,0.786
155.2896328,869.8483997,0.787
155.6487734,871.1310447,0.788
156.0083087,872.4117164,0.789
156.3684359,873.6943614,0.79
156.7291552,874.9770064,0.791
157.0902691,876.2616247,0.792
157.451975,877.5442697,0.793
157.8142728,878.828888,0.794
158.1769654,880.1135063,0.795
158.5402499,881.4000979,0.796
158.9041264,882.6847162,0.797
159.2683976,883.9713078,0.798
159.6332608,885.2578994,0.799
159.9987159,886.544491,0.8
160.3645658,887.8330559,0.801
160.7310076,889.1216208,0.802
161.0980414,890.4101857,0.803
161.4654698,891.6987506,0.804
161.8334903,892.9873155,0.805
162.2021027,894.2778537,0.806
162.5713072,895.5683919,0.807
162.9409062,896.8589301,0.808
163.3109,898.1514416,0.809
163.6816831,899.4419798,0.81
164.0528608,900.7344913,0.811
164.4246305,902.0270028,0.812
164.7967949,903.3195143,0.813
165.1695513,904.6139991,0.814
165.5428996,905.9084839,0.815
165.91684,907.2029687,0.816
166.291175,908.4974535,0.817
166.666102,909.7939116,0.818
167.041621,911.0903697,0.819
167.4175346,912.3868278,0.82
167.7940403,913.6832859,0.821
168.1711379,914.979744,0.822
168.5486302,916.2781754,0.823
168.9267145,917.5766068,0.824
169.3053907,918.8750382,0.825
169.6844617,920.1754429,0.826
170.0641246,921.4738743,0.827
170.4443795,922.774279,0.828
170.8252264,924.0746837,0.829
171.206468,925.3770617,0.83
171.5883015,926.6774664,0.831
171.970727,927.9798444,0.832
172.3535472,929.2822224,0.833
172.7369594,930.5846004,0.834
173.1209636,931.8889517,0.835
173.5053625,933.193303,0.836
173.8903533,934.4976543,0.837
174.2759361,935.8020056,0.838
174.6621109,937.1083302,0.839
175.0486804,938.4126815,0.84
175.4358418,939.7190061,0.841
175.8235953,941.027304,0.842
176.2117434,942.3336286,0.843
176.6004835,943.6419265,0.844
176.9898156,944.9502244,0.845
177.3795423,946.2585223,0.846
177.7698611,947.5668202,0.847
178.1607718,948.8770914,0.848
178.5522745,950.1873626,0.849
178.9441719,951.4976338,0.85
179.3366613,952.807905,0.851
179.7297426,954.1201495,0.852
180.123416,955.432394,0.853
180.517484,956.7446385,0.854
180.912144,958.056883,0.855
181.3071987,959.3711008,0.856
181.7030426,960.6833453,0.857
182.0992813,961.9995364,0.858
182.4961119,963.3137542,0.859
182.8933372,964.627972,0.86
183.2911545,965.9441631,0.861
183.6895638,967.2603542,0.862
184.088565,968.5765453,0.863
184.4879609,969.8947097,0.864
184.8879488,971.2109008,0.865
185.2885287,972.5290652,0.866
185.6897006,973.8492029,0.867
186.0912672,975.1673673,0.868
186.4934257,976.487505,0.869
186.8961763,977.8076427,0.87
187.2993214,979.1277804,0.871
187.703256,980.4479181,0.872
188.1075851,981.7700291,0.873
188.512309,983.0921401,0.874
188.9178221,984.4142511,0.875
189.3237299,985.7363621,0.876
189.7302297,987.0604464,0.877
190.1371242,988.3845307,0.878
190.544808,989.708615,0.879
190.9528864,991.0326993,0.88
191.3615568,992.3567836,0.881
191.7706219,993.6828412,0.882
192.180279,995.0088988,0.883
192.5905281,996.3369297,0.884
193.0013691,997.6629873,0.885
193.4128022,998.9910182,0.886
193.8246299,1000.319049,0.887
194.2370496,1001.64708,0.888
194.6500613,1002.975111,0.889
195.0634676,1004.305115,0.89
195.477466,1005.635119,0.891
195.8920563,1006.965124,0.892
196.3072386,1008.297101,0.893
196.7228156,1009.627105,0.894
197.1389846,1010.959083,0.895
197.5549562,1012.293034,0.896
197.9732958,1013.625011,0.897
198.3916354,1014.958962,0.898
198.809975,1016.290939,0.899
199.2283146,1017.626863,0.9
199.6486275,1018.960814,0.901
200.0669671,1020.296738,0.902
200.48728,1021.630689,0.903
200.9095662,1022.966613,0.904
201.3318524,1024.304511,0.905
201.7521653,1025.640435,0.906
202.1764248,1026.978332,0.907
202.598711,1028.31623,0.908
203.0229705,1029.654127,0.909
203.44723,1030.993998,0.91
203.8714895,1032.333868,0.911
204.2977223,1033.673739,0.912
204.7239551,1035.01361,0.913
205.1501879,1036.355454,0.914
205.5764207,1037.695324,0.915
206.0046268,1039.037168,0.916
206.4328329,1040.380986,0.917
206.861039,1041.72283,0.918
207.2912184,1043.066647,0.919
207.7213978,1044.410464,0.92
208.1515772,1045.754282,0.921
208.5817566,1047.098099,0.922
209.0139093,1048.44389,0.923
209.446062,1049.78968,0.924
209.8782147,1051.135471,0.925
210.3103674,1052.483235,0.926
210.7444934,1053.829025,0.927
211.1786194,1055.176789,0.928
211.6127454,1056.524553,0.929
212.0488447,1057.87429,0.93
212.484944,1059.222054,0.931
212.9210433,1060.571791,0.932
213.3571426,1061.921529,0.933
213.7952152,1063.273239,0.934
214.2332878,1064.622976,0.935
214.6713604,1065.974687,0.936
215.1114063,1067.326397,0.937
215.5494789,1068.678108,0.938
215.9895248,1070.031792,0.939
216.431544,1071.385475,0.94
216.8715899,1072.739159,0.941
217.3136091,1074.092843,0.942
217.7576016,1075.4485,0.943
218.1996208,1076.802184,0.944
218.6436133,1078.157841,0.945
219.0876058,1079.515471,0.946
219.5315983,1080.871128,0.947
219.9775641,1082.228759,0.948
220.4215566,1083.586389,0.949
220.8694957,1084.94402,0.95
221.3154615,1086.303623,0.951
221.7634006,1087.661254,0.952
222.2113397,1089.020857,0.953
222.6592788,1090.382434,0.954
223.1072179,1091.742038,0.955
223.5571303,1093.103615,0.956
224.0070427,1094.465192,0.957
224.4589284,1095.826769,0.958
224.9088408,1097.188346,0.959
225.3607265,1098.551896,0.96
225.8126122,1099.915447,0.961
226.2664712,1101.278997,0.962
226.7203302,1102.644521,0.963
227.1741892,1104.008071,0.964
227.6280482,1105.373595,0.965
228.0819072,1106.739118,0.966
228.5377395,1108.106615,0.967
228.9935718,1109.472139,0.968
229.4513774,1110.839636,0.969
229.909183,1112.207132,0.97
230.3669886,1113.576603,0.971
230.8247942,1114.946073,0.972
231.2825998,1116.31357,0.973
231.7423787,1117.68304,0.974
232.2021576,1119.054483,0.975
232.6639098,1120.423954,0.976
233.1236887,1121.795397,0.977
233.5854409,1123.166841,0.978
234.0471931,1124.540257,0.979
234.5109186,1125.911701,0.98
234.9746441,1127.285118,0.981
235.4383696,1128.658535,0.982
235.9020951,1130.033925,0.983
236.3677939,1131.407341,0.984
236.8334927,1132.782732,0.985
237.2991915,1134.158122,0.986
237.7648903,1135.533512,0.987
238.2325624,1136.910875,0.988
238.7002345,1138.288239,0.989
239.1679066,1139.665602,0.99
239.637552,1141.042965,0.991
240.1071974,1142.420329,0.992
240.5768428,1143.799665,0.993
241.0464882,1145.179002,0.994
241.5181069,1146.560312,0.995
241.9897256,1147.939649,0.996
242.4613443,1149.320959,0.997
242.9349363,1150.702269,0.998
243.4085283,1152.083579,0.999
243.8821203,1153.466862,1
244.3557123,1154.848172,1.001
244.8312776,1156.231455,1.002
245.3068429,1157.616712,1.003
245.7824082,1158.999995,1.004
246.2599468,1160.385252,1.005
246.7374854,1161.770509,1.006
247.215024,1163.155765,1.007
247.6925626,1164.542995,1.008
248.1720745,1165.928252,1.009
248.6515864,1167.315482,1.01
249.1310983,1168.702711,1.011
249.6106102,1170.091915,1.012
250.0920954,1171.481118,1.013
250.5735806,1172.870321,1.014
251.0570391,1174.259524,1.015
251.5385243,1175.648727,1.016
252.0219828,1177.039904,1.017
252.5054413,1178.43108,1.018
252.9908731,1179.822257,1.019
253.4763049,1181.213433,1.02
253.9617367,1182.606583,1.021
254.4471685,1183.999733,1.022
254.9345736,1185.392883,1.023
255.4219787,1186.788006,1.024
255.9093838,1188.181156,1.025
256.3967889,1189.576279,1.026
256.8861673,1190.971402,1.027
257.3755457,1192.368498,1.028
257.8649241,1193.765595,1.029
258.3562758,1195.160718,1.03
258.8476275,1196.559788,1.031
259.3389792,1197.956884,1.032
259.8303309,1199.355954,1.033
260.3236559,1200.755023,1.034
260.8169809,1202.154093,1.035
261.3122792,1203.553163,1.036
261.8056042,1204.954206,1.037
262.3009025,1206.355249,1.038
262.7962008,1207.756292,1.039
263.2934724,1209.157335,1.04
263.7887707,1210.560351,1.041
264.2860423,1211.963367,1.042
264.7852872,1213.366384,1.043
265.2825588,1214.7694,1.044
265.7818037,1216.17439,1.045
266.2810486,1217.579379,1.046
266.7822668,1218.984369,1.047
267.2815117,1220.389358,1.048
267.7827299,1221.796321,1.049
268.2859214,1223.203284,1.05
268.7871396,1224.610247,1.051
269.2903311,1226.01721,1.052
269.7935226,1227.426146,1.053
270.2986874,1228.835082,1.054
270.8038522,1230.244019,1.055
271.309017,1231.652955,1.056
271.8141818,1233.063864,1.057
272.3213199,1234.474774,1.058
272.8264847,1235.885683,1.059
273.3355961,1237.296593,1.06
273.8427342,1238.709476,1.061
274.3518456,1240.122358,1.062
274.860957,1241.535241,1.063
275.3700684,1242.948124,1.064
275.8811531,1244.36298,1.065
276.3922378,1245.777836,1.066
276.9033225,1247.192692,1.067
277.4144072,1248.607548,1.068
277.9274652,1250.024378,1.069
278.4405232,1251.441207,1.07
278.9555545,1252.858037,1.071
279.4686125,1254.274866,1.072
279.9836438,1255.693669,1.073
280.4986751,1257.112471,1.074
281.0156797,1258.531274,1.075
281.5326843,1259.950077,1.076
282.0496889,1261.370853,1.077
282.5666935,1262.789655,1.078
283.0856714,1264.212405,1.079
283.6046493,1265.633181,1.08
284.1236272,1267.05593,1.081
284.6445784,1268.476706,1.082
285.1655296,1269.901429,1.083
285.6864808,1271.324178,1.084
286.2094053,1272.746927,1.085
286.7303565,1274.17165,1.086
287.2552543,1275.596372,1.087
287.7781788,1277.023068,1.088
288.3030766,1278.447791,1.089
288.8279744,1279.874487,1.09
289.3528722,1281.301183,1.091
289.8797433,1282.729852,1.092
290.4046411,1284.156548,1.093
290.9334855,1285.585217,1.094
291.4603566,1287.013886,1.095
291.989201,1288.444529,1.096
292.5180454,1289.873198,1.097
293.0468898,1291.30384,1.098
293.5757342,1292.734483,1.099
294.1065519,1294.167099,1.1
294.6373696,1295.597741,1.101
295.1701606,1297.030357,1.102
295.7009783,1298.462973,1.103
296.2337693,1299.897562,1.104
296.7665603,1301.330178,1.105
297.3013246,1302.764767,1.106
297.8360889,1304.199356,1.107
298.3708532,1305.635918,1.108
298.9056175,1307.070507,1.109
299.4423551,1308.50707,1.11
299.9790927,1309.943632,1.111
300.5158303,1311.382168,1.112
301.0525679,1312.81873,1.113
301.5912788,1314.257266,1.114
302.1299897,1315.695802,1.115
302.6687006,1317.136311,1.116
303.2093848,1318.574846,1.117
303.750069,1320.015355,1.118
304.2907532,1321.455864,1.119
304.8314374,1322.898347,1.12
305.3740949,1324.340829,1.121
305.9167524,1325.781338,1.122
306.4594099,1327.225794,1.123
307.0040407,1328.668276,1.124
307.5486715,1330.112732,1.125
308.0933023,1331.557187,1.126
308.6379331,1333.001643,1.127
309.1845372,1334.446098,1.128
309.7311413,1335.892527,1.129
310.2777454,1337.338956,1.13
310.8263228,1338.785385,1.131
311.3729269,1340.231814,1.132
311.9234776,1341.680216,1.133
312.472055,1343.128618,1.134
313.0226057,1344.577021,1.135
313.5711831,1346.027396,1.136
314.1237071,1347.475798,1.137
314.6742578,1348.926174,1.138
315.2267818,1350.376549,1.139
315.7793058,1351.828898,1.14
316.3318298,1353.279274,1.141
316.8863271,1354.731622,1.142
317.4408244,1356.185944,1.143
317.9953217,1357.638293,1.144
318.5517923,1359.092615,1.145
319.1062896,1360.546937,1.146
319.6627602,1362.00126,1.147
320.2212041,1363.455582,1.148
320.7776747,1364.911877,1.149
321.3361186,1366.368172,1.15
321.8945625,1367.824468,1.151
322.4549797,1369.282737,1.152
323.0153969,1370.741005,1.153
323.5758141,1372.199274,1.154
324.1362313,1373.657543,1.155
324.6986218,1375.115811,1.156
325.259039,1376.576053,1.157
325.8234028,1378.036295,1.158
326.3857933,1379.496537,1.159
326.9501571,1380.958753,1.16
327.5145209,1382.418995,1.161
328.0788847,1383.88121,1.162
328.6452218,1385.345399,1.163
329.2095856,1386.807614,1.164
329.777896,1388.271802,1.165
330.3442331,1389.735991,1.166
330.9125435,1391.20018,1.167
331.4808539,1392.666342,1.168
332.0491643,1394.132503,1.169
332.6174747,1395.598665,1.17
333.1877584,1397.064827,1.171
333.7580421,1398.532962,1.172
334.3302991,1399.999124,1.173
334.9005828,1401.46726,1.174
335.4728398,1402.937368,1.175
336.0470701,1404.405503,1.176
336.6193271,1405.875612,1.177
337.1935574,1407.34572,1.178
337.7677877,1408.815829,1.179
338.342018,1410.287911,1.18
338.9182216,1411.759992,1.181
339.4944252,1413.232074,1.182
340.0706288,1414.704156,1.183
340.6488057,1416.178211,1.184
341.2250093,1417.652266,1.185
341.8031862,1419.126321,1.186
342.3833364,1420.600376,1.187
342.9615133,1422.076405,1.188
343.5416635,1423.552433,1.189
344.123787,1425.028462,1.19
344.7039372,1426.50449,1.191
345.2860607,1427.982492,1.192
345.8681842,1429.460493,1.193
346.4503077,1430.938495,1.194
347.0344045,1432.416497,1.195
347.6185013,1433.896472,1.196
348.2025981,1435.376447,1.197
348.7866949,1436.856422,1.198
349.372765,1438.336397,1.199
349.9588351,1439.818345,1.2
350.5449052,1441.300293,1.201
351.1329486,1442.782242,1.202
351.720992,1444.26419,1.203
352.3090354,1445.748112,1.204
352.8970788,1447.232033,1.205
353.4870955,1448.715955,1.206
354.0771122,1450.20185,1.207
354.6691022,1451.685771,1.208
355.2591189,1453.171666,1.209
355.8511089,1454.657561,1.21
356.4430989,1456.145429,1.211
357.0370622,1457.633297,1.212
357.6290522,1459.121166,1.213
358.2230155,1460.609034,1.214
358.8189521,1462.096902,1.215
359.4129154,1463.586744,1.216
360.008852,1465.076585,1.217
360.6047886,1466.566427,1.218
361.2007252,1468.058241,1.219
361.7986351,1469.548083,1.22
362.396545,1471.039898,1.221
362.9944549,1472.533686,1.222
363.5943381,1474.025501,1.223
364.1942213,1475.519289,1.224
364.7941045,1477.013077,1.225
365.3939877,1478.506865,1.226
365.9958442,1480.002626,1.227
366.5977007,1481.498388,1.228
367.1995572,1482.994149,1.229
367.803387,1484.48991,1.23
368.4052435,1485.987645,1.231
369.0110466,1487.483407,1.232
369.6148764,1488.983115,1.233
370.2206795,1490.480849,1.234
370.8264826,1491.978584,1.235
371.4322857,1493.478292,1.236
372.0380888,1494.978,1.237
372.6458652,1496.479681,1.238
373.2536416,1497.979389,1.239
373.8633913,1499.481071,1.24
374.4711677,1500.982752,1.241
375.0809174,1502.486406,1.242
375.6906671,1503.988088,1.243
376.3023901,1505.491742,1.244
376.9141131,1506.995397,1.245
377.5258361,1508.501025,1.246
378.1375591,1510.004679,1.247
378.7512554,1511.510307,1.248
379.3649517,1513.017909,1.249
379.978648,1514.523536,1.25
380.5923443,1516.031138,1.251
381.2080139,1517.538739,1.252
381.8236835,1519.04634,1.253
382.4393531,1520.553941,1.254
383.056996,1522.063516,1.255
383.6746389,1523.57309,1.256
384.2922818,1525.082665,1.257
384.911898,1526.594213,1.258
385.5295409,1528.103787,1.259
386.1491571,1529.615335,1.26
386.7707466,1531.128856,1.261
387.3903628,1532.640404,1.262
388.0119523,1534.153925,1.263
388.6335418,1535.667446,1.264
389.2571046,1537.180967,1.265
389.8806674,1538.696461,1.266
390.5042302,1540.209983,1.267
391.127793,1541.725477,1.268
391.7533291,1543.242945,1.269
392.3788652,1544.758439,1.27
393.0044013,1546.275907,1.271
393.6299374,1547.793374,1.272
394.2574468,1549.312815,1.273
394.8849562,1550.830283,1.274
395.5124656,1552.349724,1.275
396.1419483,1553.869165,1.276
396.771431,1555.388606,1.277
397.4009137,1556.91002,1.278
398.0303964,1558.431435,1.279
398.6618524,1559.952849,1.28
399.2933084,1561.474263,1.281
399.9247644,1562.997651,1.282
400.5581937,1564.521039,1.283
401.191623,1566.044426,1.284
401.8250523,1567.569787,1.285
402.4584816,1569.093175,1.286
403.0938842,1570.618536,1.287
403.7292868,1572.143896,1.288
404.3646894,1573.671231,1.289
405.0020653,1575.196592,1.29
405.6394412,1576.723926,1.291
406.2768171,1578.253233,1.292
406.914193,1579.780567,1.293
407.5535422,1581.309875,1.294
408.1928914,1582.839182,1.295
408.8322406,1584.36849,1.296
409.4735631,1585.899771,1.297
410.1148856,1587.429078,1.298
410.7562081,1588.960359,1.299
411.3975306,1590.493613,1.3
412.0408264,1592.024894,1.301
412.6841222,1593.558148,1.302
413.327418,1595.091402,1.303
413.9726871,1596.624656,1.304
414.6159829,1598.159884,1.305
415.2632253,1599.695111,1.306
415.9084944,1601.230338,1.307
416.5557368,1602.765566,1.308
417.2029792,1604.302767,1.309
417.8502216,1605.837994,1.31
418.497464,1607.377168,1.311
419.1466797,1608.914369,1.312
419.7958954,1610.453543,1.313
420.4470844,1611.990743,1.314
421.0963001,1613.531891,1.315
421.7474891,1615.071065,1.316
422.4006514,1616.612212,1.317
423.0518404,1618.153359,1.318
423.7050027,1619.694507,1.319
424.358165,1621.235654,1.32
425.0113273,1622.778774,1.321
425.6664629,1624.321895,1.322
426.3215985,1625.865016,1.323
426.9767341,1627.408136,1.324
427.633843,1628.95323,1.325
428.2909519,1630.498324,1.326
428.9480608,1632.043418,1.327
429.6051697,1633.590485,1.328
430.2642519,1635.137552,1.329
430.9233341,1636.68462,1.33
431.5824163,1638.231687,1.331
432.2414985,1639.778754,1.332
432.902554,1641.327794,1.333
433.5636095,1642.876835,1.334
434.2266383,1644.427849,1.335
434.8876938,1645.976889,1.336
435.5507226,1647.527903,1.337
436.2137514,1649.078917,1.338
436.8787535,1650.629931,1.339
437.5437556,1652.182918,1.34
438.2087577,1653.735905,1.341
438.8737598,1655.288892,1.342
439.5407352,1656.841879,1.343
440.2077106,1658.396839,1.344
440.874686,1659.9518,1.345
441.5416614,1661.50676,1.346
442.2106101,1663.061721,1.347
442.8795588,1664.618654,1.348
443.5504808,1666.175588,1.349
444.2194295,1667.732522,1.35
444.8903515,1669.291429,1.351
445.5612735,1670.848362,1.352
446.2341688,1672.407269,1.353
446.9070641,1673.96815,1.354
447.5799594,1675.527057,1.355
448.2528547,1677.087937,1.356
448.9277233,1678.648817,1.357
449.6025919,1680.209698,1.358
450.2774605,1681.772551,1.359
450.9523291,1683.333432,1.36
451.629171,1684.896285,1.361
452.3060129,1686.461112,1.362
452.9828548,1688.023966,1.363
453.66167,1689.588793,1.364
454.3404852,1691.153619,1.365
455.0193004,1692.718446,1.366
455.7000889,1694.285247,1.367
456.3789041,1695.852047,1.368
457.0596926,1697.418847,1.369
457.7424544,1698.985647,1.37
458.4232429,1700.554421,1.371
459.1060047,1702.123194,1.372
459.7887665,1703.691968,1.373
460.4735016,1705.260741,1.374
461.1582367,1706.831488,1.375
461.8429718,1708.402235,1.376
462.5277069,1709.972982,1.377
463.2144153,1711.545702,1.378
463.8991504,1713.116448,1.379
464.5878321,1714.689169,1.38
465.2745405,1716.263862,1.381
465.9632222,1717.836582,1.382
466.6519039,1719.411275,1.383
467.3405856,1720.985969,1.384
468.0312406,1722.560662,1.385
468.7218956,1724.137329,1.386
469.4125506,1725.712022,1.387
470.1032056,1727.288689,1.388
470.7958339,1728.867329,1.389
471.4884622,1730.443996,1.39
472.1810905,1732.022636,1.391
472.8756921,1733.601276,1.392
473.5702937,1735.181889,1.393
474.2648953,1736.760529,1.394
474.9594969,1738.341142,1.395
475.6560718,1739.921756,1.396
476.3526467,1741.504342,1.397
477.0492216,1743.084956,1.398
477.7477698,1744.667542,1.399
478.446318,1746.250129,1.4
